playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot
9955,2009955,,,1974.0,10.0,15.0,South Korea,,,,,,,,,Young-jun,Go,,,,,,R,R,,,계명대,9955,,,,,Asian,
9957,2009957,,,1974.0,1.0,12.0,South Korea,,,,,,,,,Hyung-joo,Kang,,,,,,R,R,,,,9957,,,,,Asian,
9958,2009958,,,1970.0,6.0,1.0,South Korea,,,,,,,,,Chun-kyung,Kang,,,,,,R,R,,,아이치학원대,9958,,,,,Asian,
9963,2009963,,,1983.0,3.0,20.0,South Korea,,,,,,,,,Dae-heon,Kang,,,,,,R,R,,,성균관대,9963,,,,,Asian,
9964,2009964,,,1974.0,5.0,20.0,South Korea,,,,,,,,,Soo-hyun,Park,,,,,,R,R,,,중앙대,9964,,,,,Asian,
9965,2009965,,,1978.0,5.0,29.0,South Korea,,,,,,,,,Sangjun,Kim,,,,,,L,R,,,,9965,,,,,Asian,
9966,2009966,,,1975.0,9.0,11.0,South Korea,,,,,,,,,Yong-gyu,Lee,,,,,,R,R,,,,9966,,,,,Asian,
9967,2009967,,,1972.0,2.0,14.0,South Korea,,,,,,,,,Seong-jun,Lee,,,,,,R,R,,,홍익대,9967,,,,,Asian,
9968,2009968,,,1971.0,10.0,24.0,South Korea,,,,,,,,,Jae-sung,Moon,,,,,,R,R,,,,9968,,,,,Asian,
9969,2009969,,,,,,South Korea,,,,,,,,,Jin-young,Park,,,,,,,,,,,9969,,,,,Asian,
9970,2009970,,,1984.0,10.0,8.0,South Korea,,,,,,,,,In-Beom,Kim,,,,,,R,R,,,동의대,9970,,,,,Asian,
9971,2009971,,,,,,South Korea,,,,,,,,,Beom-soo,Kim,,,,,,,,,,,9971,,,,,Asian,
9972,2009972,,,,,,South Korea,,,,,,,,,Ki-hoon,Kim,,,,,,,,,,,9972,,,,,Asian,
9973,2009973,,,,,,South Korea,,,,,,,,,Ki-hoon,Kim,,,,,,,,,,,9973,,,,,Asian,
9974,2009974,,,1974.0,8.0,30.0,South Korea,,,,,,,,,Young-jun,Kim,,,,,,R,R,,,동아대,9974,,,,,Asian,
9975,2009975,,,1986.0,3.0,25.0,South Korea,,,,,,,,,Ji-hoon,Jang,,,,,,R,R,,,,9975,,,,,Asian,
9976,2009976,,,1972.0,5.0,5.0,South Korea,,,,,,,,,Beom-soo,Kim,,,,,,R,R,,,,9976,,,,,Asian,
9977,2009977,,,1974.0,6.0,13.0,South Korea,,,,,,,,,Sung-ho,Park,,,,,,R,R,,,영남대,9977,,,,,Asian,
9978,2009978,,,,,,South Korea,,,,,,,,,Jun,Kim,,,,,,,,,,,9978,,,,,Asian,
9979,2009979,,,1973.0,10.0,19.0,South Korea,,,,,,,,,Dong-jin,Kim,,,,,,R,R,,,,9979,,,,,Asian,
9981,2009981,,,1980.0,1.0,19.0,South Korea,,,,,,,,,Chang-hoon,Kim,,,,,,R,R,,,성균관대,9981,,,,,Asian,
9982,2009982,,,1972.0,4.0,6.0,South Korea,,,,,,,,,Sangtae,Kim,,,,,,R,R,,,,9982,,,,,Asian,
9984,2009984,,,,,,South Korea,,,,,,,,,Tae-ryong,Kim,,,,,,,,,,,9984,,,,,Asian,
9987,2009987,,,1987.0,3.0,15.0,South Korea,,,,,,,,,Min-gyu,Park,,,,,,R,R,,,,9987,,,,,Asian,
9988,2009988,,,,,,South Korea,,,,,,,,,Min-gyu,Park,,,,,,,,,,,9988,,,,,Asian,
9990,2009990,,,1972.0,3.0,23.0,South Korea,,,,,,,,,Yong-ho,Choi,,,,,,L,L,,,,9990,,,,,Asian,
9995,2009995,,,1970.0,11.0,6.0,South Korea,,,,,,,,,Sang-yoon,Shin,,,,,,R,R,,,인하대,9995,,,,,Asian,
9997,2009997,,,1972.0,2.0,11.0,South Korea,,,,,,,,,Jae Hoon,Choi,,,,,,L,L,,,,9997,,,,,Asian,
4450,2004450,,,,,,South Korea,,,,,,,,,,,,,,,,,,,,,4450,,,,,Asian,
5368,2005368,,,,,,South Korea,,,,,,,,,,,,,,,,,,,,,5368,,,,,Asian,
5001,2005001,,,1971.0,5.0,2.0,South Korea,,,,,,,,,Hak-seok,Hong,,,,,,R,R,,,,5001,,,,,Asian,
5005,2005005,,,1981.0,6.0,30.0,South Korea,,,,,,,,,Byung-wook,Yoo,,,,,,L,L,,,계명대,5005,,,,,Asian,
5006,2005006,,,1974.0,4.0,21.0,South Korea,,,,,,,,,Nam Young,Eun,,,,,,L,L,,,,5006,,,,,Asian,
5010,2005010,,,1975.0,1.0,29.0,South Korea,,,,,,,,,Min-seon,Kim,,,,,,R,R,,,,5010,,,,,Asian,
5012,2005012,,,1975.0,5.0,18.0,South Korea,,,,,,,,,Dae-san,Baek,,,,,,L,L,,,인천전문대,5012,,,,,Asian,
5013,2005013,,,1975.0,12.0,25.0,South Korea,,,,,,,,,Cheol-ho,Park,,,,,,R,R,,,,5013,,,,,Asian,
5018,2005018,,,1978.0,9.0,17.0,South Korea,,,,,,,,,Myung-joo,Kim,,,,,,L,L,,,,5018,,,,,Asian,
5022,2005022,,,1985.0,11.0,11.0,South Korea,,,,,,,,,Rak-cheon,Yang,,,,,,R,R,,,원광대,5022,,,,,Asian,
5028,2005028,,,1986.0,10.0,12.0,South Korea,,,,,,,,,Kwan-beom,Lee,,,,,,R,R,,,,5028,,,,,Asian,
5032,2005032,,,1967.0,10.0,18.0,South Korea,,,,,,,,,Sun-cheon,Hong,,,,,,R,R,,,,5032,,,,,Asian,
5040,2005040,,,1969.0,9.0,4.0,South Korea,,,,,,,,,Chang Hyun,Yoo,,,,,,R,R,,,,5040,,,,,Asian,
5043,2005043,,,1974.0,5.0,25.0,South Korea,,,,,,,,,Jeong-gyu,Lee,,,,,,R,R,,,홍익대,5043,,,,,Asian,
5044,2005044,,,1973.0,4.0,2.0,South Korea,,,,,,,,,Seong-gon,Jo,,,,,,R,R,,,계명대,5044,,,,,Asian,
5045,2005045,,,,,,South Korea,,,,,,,,,Young Hoon,Yoo,,,,,,,,,,,5045,,,,,Asian,
5048,2005048,,,1980.0,12.0,9.0,South Korea,,,,,,,,,Seol-min,Lee,,,,,,R,R,,,,5048,,,,,Asian,
5055,2005055,,,1971.0,4.0,10.0,South Korea,,,,,,,,,Cheol,Kwon,,,,,,R,R,,,,5055,,,,,Asian,
5056,2005056,,,1979.0,4.0,5.0,South Korea,,,,,,,,,Chan-min,Jeong,,,,,,R,R,,,성균관대,5056,,,,,Asian,
5059,2005059,,,1973.0,4.0,13.0,South Korea,,,,,,,,,Kuen-ill,Choi,,,,,,L,L,,,,5059,,,,,Asian,
5060,2005060,,,1978.0,9.0,11.0,South Korea,,,,,,,,,Won-bong,Jo,,,,,,,R,,,동국대,5060,,,,,Asian,
5062,2005062,,,1981.0,8.0,28.0,South Korea,,,,,,,,,Heung-il,Park,,,,,,,,,,중앙대,5062,,,,,Asian,
5069,2005069,,,1975.0,4.0,29.0,South Korea,,,,,,,,,Ki-sang,Lee,,,,,,L,L,,,,5069,,,,,Asian,
5076,2005076,,,1981.0,6.0,14.0,South Korea,,,,,,,,,Han-seong,Lee,,,,,,R,R,,,동아대,5076,,,,,Asian,
5078,2005078,,,1975.0,7.0,29.0,South Korea,,,,,,,,,Joo-yong,Jeong,,,,,,R,R,,,인하대,5078,,,,,Asian,
5080,2005080,,,1975.0,4.0,18.0,South Korea,,,,,,,,,Kyung-deuk,Ha,,,,,,L,L,,,,5080,,,,,Asian,
5082,2005082,,,1986.0,4.0,26.0,South Korea,,,,,,,,,Hee-seok,Jeong,,,,,,R,R,,,,5082,,,,,Asian,
5083,2005083,,,1982.0,6.0,24.0,South Korea,,,,,,,,,Seung-won,Seo,,,,,,R,R,,,영남대,5083,,,,,Asian,
5087,2005087,,,1985.0,12.0,22.0,South Korea,,,,,,,,,Sol,Hwang,,,,,,R,R,,,홍익대,5087,,,,,Asian,
5088,2005088,,,1969.0,12.0,25.0,South Korea,,,,,,,,,Hyo-sang,Kim,,,,,,L,L,,,동국대,5088,,,,,Asian,
5094,2005094,,,1983.0,7.0,13.0,South Korea,,,,,,,,,Chang-jin,Heo,,,,,,,,,,,5094,,,,,Asian,
5095,2005095,,,1972.0,1.0,10.0,South Korea,,,,,,,,,Kyung-il,Lee,,,,,,R,R,,,,5095,,,,,Asian,
5096,2005096,,,1987.0,5.0,11.0,South Korea,,,,,,,,,Hwan,Park,,,,,,L,L,,,,5096,,,,,Asian,
5097,2005097,,,1978.0,1.0,13.0,South Korea,,,,,,,,,Jong-hyun,Cha,,,,,,L,L,,,,5097,,,,,Asian,
5101,2005101,,,1977.0,4.0,22.0,South Korea,,,,,,,,,Seung-guk,Shin,,,,,,R,R,,,,5101,,,,,Asian,
5108,2005108,,,1977.0,7.0,26.0,South Korea,,,,,,,,,Hee-tak,Choi,,,,,,R,R,,,,5108,,,,,Asian,
5110,2005110,,,,,,South Korea,,,,,,,,,Seung-cheol,Myung,,,,,,,,,,,5110,,,,,Asian,
5111,2005111,,,1968.0,6.0,5.0,South Korea,,,,,,,,,Tae-yoon,Myung,,,,,,R,R,,,중앙대,5111,,,,,Asian,
5118,2005118,,,1986.0,8.0,29.0,South Korea,,,,,,,,,Hyun-ho,Choi,,,,,,R,R,,,건국대,5118,,,,,Asian,
5124,2005124,,,1974.0,1.0,25.0,South Korea,,,,,,,,,Yong-ho,Cheon,,,,,,R,R,,,성균관대,5124,,,,,Asian,
5125,2005125,,,1985.0,11.0,19.0,South Korea,,,,,,,,,rate,High,,,,,,R,R,,,동강대,5125,,,,,Asian,
5126,2005126,,,,,,South Korea,,,,,,,,,Hong-man,Kim,,,,,,,,,,,5126,,,,,Asian,
5132,2005132,,,1977.0,11.0,2.0,South Korea,,,,,,,,,Kwon-cheol,Lee,,,,,,R,R,,,,5132,,,,,Asian,
5134,2005134,,,1986.0,8.0,12.0,South Korea,,,,,,,,,Bo-hyun,Kwon,,,,,,R,R,,,,5134,,,,,Asian,
5139,2005139,,,1975.0,8.0,18.0,South Korea,,,,,,,,,Ho-young,Song,,,,,,R,R,,,경남대,5139,,,,,Asian,
5141,2005141,,,1971.0,11.0,1.0,South Korea,,,,,,,,,Dae-young,Park,,,,,,L,L,,,,5141,,,,,Asian,
5145,2005145,,,1970.0,11.0,19.0,South Korea,,,,,,,,,Hyung-tak,Han,,,,,,R,R,,,,5145,,,,,Asian,
5149,2005149,,,1968.0,7.0,16.0,South Korea,,,,,,,,,Seung-am,Park,,,,,,L,L,,,인하대 중퇴,5149,,,,,Asian,
5150,2005150,,,1971.0,3.0,9.0,South Korea,,,,,,,,,Seong-gon,Kim,,,,,,R,R,,,,5150,,,,,Asian,
5151,2005151,,,1980.0,11.0,1.0,South Korea,,,,,,,,,Sung-mo,Yang,,,,,,L,L,,,한라대,5151,,,,,Asian,
5153,2005153,,,1968.0,2.0,28.0,South Korea,,,,,,,,,Tae-gon,Choi,,,,,,R,R,,,동아대,5153,,,,,Asian,
5155,2005155,,,1982.0,3.0,13.0,South Korea,,,,,,,,,Jae-cheol,Jeong,,,,,,,,,,성균관대,5155,,,,,Asian,
5157,2005157,,,1976.0,9.0,14.0,South Korea,,,,,,,,,In-kwon,Choi,,,,,,R,R,,,,5157,,,,,Asian,
5160,2005160,,,,,,South Korea,,,,,,,,,Yong-ho,Kwon,,,,,,,,,,,5160,,,,,Asian,
5161,2005161,,,1975.0,7.0,21.0,South Korea,,,,,,,,,Myung-hwan,Kim,,,,,,R,L,,,,5161,,,,,Asian,
5169,2005169,,,1977.0,6.0,18.0,South Korea,,,,,,,,,Jeong-seon,Lee,,,,,,R,R,,,,5169,,,,,Asian,
5171,2005171,,,1973.0,3.0,2.0,South Korea,,,,,,,,,Sang-jae,Han,,,,,,R,R,,,,5171,,,,,Asian,
5173,2005173,,,1983.0,6.0,24.0,South Korea,,,,,,,,,Jeong-shin,Lee,,,,,,R,R,,,단국대,5173,,,,,Asian,
5174,2005174,,,1973.0,5.0,25.0,South Korea,,,,,,,,,Gi-tae,Jung,,,,,,L,L,,,,5174,,,,,Asian,
5176,2005176,,,1972.0,5.0,5.0,South Korea,,,,,,,,,Pil-young,Jang,,,,,,L,L,,,,5176,,,,,Asian,
5190,2005190,,,1973.0,2.0,2.0,South Korea,,,,,,,,,Byeong-ho,Ji,,,,,,R,R,,,동국대,5190,,,,,Asian,
5191,2005191,,,1973.0,5.0,3.0,South Korea,,,,,,,,,Seung-hwan,Kim,,,,,,R,R,,,인하대,5191,,,,,Asian,
5194,2005194,,,1978.0,6.0,27.0,South Korea,,,,,,,,,Man-soo,Park,,,,,,R,R,,,,5194,,,,,Asian,
5196,2005196,,,1970.0,5.0,15.0,South Korea,,,,,,,,,Ui-soo,Cho,,,,,,R,R,,,,5196,,,,,Asian,
5199,2005199,,,1983.0,4.0,4.0,South Korea,,,,,,,,,Ho-kwang,Son,,,,,,R,R,,,한라대,5199,,,,,Asian,
5200,2005200,,,,,,South Korea,,,,,,,,,Myeong-guk,Jang,,,,,,,R,,,,5200,,,,,Asian,
5201,2005201,,,1970.0,8.0,28.0,South Korea,,,,,,,,,Han-gil,Choi,,,,,,R,R,,,영남대,5201,,,,,Asian,
5209,2005209,,,1982.0,9.0,29.0,South Korea,,,,,,,,,Chang-seop,Im,,,,,,L,L,,,단국대,5209,,,,,Asian,
5211,2005211,,,1985.0,5.0,3.0,South Korea,,,,,,,,,Gwang-hoon,Jo,,,,,,R,R,,,경성대,5211,,,,,Asian,
5213,2005213,,,1977.0,1.0,31.0,South Korea,,,,,,,,,Seong-ok,Choi,,,,,,,,,,경희대,5213,,,,,Asian,
5216,2005216,,,1979.0,11.0,8.0,South Korea,,,,,,,,,Byeong-mo,Kwak,,,,,,R,R,,,탐라대,5216,,,,,Asian,
5218,2005218,,,1971.0,11.0,5.0,South Korea,,,,,,,,,Jeong-seop,Song,,,,,,L,L,,,,5218,,,,,Asian,
5220,2005220,,,1985.0,3.0,7.0,South Korea,,,,,,,,,Jae Ryong,Ban,,,,,,R,R,,,인하대,5220,,,,,Asian,
5229,2005229,,,1978.0,5.0,1.0,South Korea,,,,,,,,,Woong-yeon,Choi,,,,,,R,R,,,,5229,,,,,Asian,
5232,2005232,,,1987.0,7.0,19.0,South Korea,,,,,,,,,Ji-won,Na,,,,,,R,R,,,,5232,,,,,Asian,
5237,2005237,,,1969.0,9.0,22.0,South Korea,,,,,,,,,Nam-soo,Han,,,,,,R,R,,,,5237,,,,,Asian,
5240,2005240,,,1970.0,3.0,22.0,South Korea,,,,,,,,,Minho,Choi,,,,,,R,R,,,홍익대,5240,,,,,Asian,
5243,2005243,,,1980.0,10.0,14.0,South Korea,,,,,,,,,Yong-ju,Kang,,,,,,,,,,원광대,5243,,,,,Asian,
5245,2005245,,,1976.0,3.0,2.0,South Korea,,,,,,,,,Yong-du,Moon,,,,,,R,R,,,건국대,5245,,,,,Asian,
5246,2005246,,,1983.0,5.0,7.0,South Korea,,,,,,,,,Yong-hwan,Jang,,,,,,R,R,,,건국대,5246,,,,,Asian,
5252,2005252,,,1971.0,4.0,8.0,South Korea,,,,,,,,,Dae-hyung,Shin,,,,,,R,R,,,,5252,,,,,Asian,
5255,2005255,,,1978.0,5.0,26.0,South Korea,,,,,,,,,Jong-seo,Kim,,,,,,R,R,,,제주관광대,5255,,,,,Asian,
5256,2005256,,,1976.0,11.0,12.0,South Korea,,,,,,,,,Dong-jik,Kim,,,,,,R,R,,,,5256,,,,,Asian,
5259,2005259,,,1974.0,9.0,27.0,South Korea,,,,,,,,,Jeong-bong,Kim,,,,,,R,R,,,,5259,,,,,Asian,
5260,2005260,,,1970.0,9.0,18.0,South Korea,,,,,,,,,Young Bok,Do,,,,,,R,R,,,,5260,,,,,Asian,
5261,2005261,,,1987.0,11.0,20.0,South Korea,,,,,,,,,Jin-oh,Kim,,,,,,R,R,,,,5261,,,,,Asian,
5263,2005263,,,1985.0,8.0,11.0,South Korea,,,,,,,,,Jong-guk,Jeong,,,,,,R,R,,,성균관대,5263,,,,,Asian,
5264,2005264,,,1986.0,2.0,8.0,South Korea,,,,,,,,,Dong-seong,Kwak,,,,,,,,,,세한대,5264,,,,,Asian,
5265,2005265,,,1976.0,3.0,3.0,South Korea,,,,,,,,,Seung-yoon,Park,,,,,,R,R,,,,5265,,,,,Asian,
5267,2005267,,,,,,South Korea,,,,,,,,,Young-ki,Cho,,,,,,,,,,,5267,,,,,Asian,
5272,2005272,,,1974.0,2.0,14.0,South Korea,,,,,,,,,Seong-wook,Oh,,,,,,L,L,,,,5272,,,,,Asian,
5279,2005279,,,,,,South Korea,,,,,,,,,Jin-soo,Lee,,,,,,,,,,,5279,,,,,Asian,
5284,2005284,,,1974.0,7.0,12.0,South Korea,,,,,,,,,Jun,Yoo,,,,,,L,L,,,,5284,,,,,Asian,
5285,2005285,,,1974.0,4.0,7.0,South Korea,,,,,,,,,Hyo-jin,Lee,,,,,,R,R,,,,5285,,,,,Asian,
5288,2005288,,,1979.0,3.0,18.0,South Korea,,,,,,,,,Eun-seong,Noh,,,,,,R,R,,,,5288,,,,,Asian,
5290,2005290,,,,,,South Korea,,,,,,,,,Dong-yoon,Seo,,,,,,,,,,,5290,,,,,Asian,
5295,2005295,,,1974.0,10.0,1.0,South Korea,,,,,,,,,Yong-seung,Hwang,,,,,,R,R,,,,5295,,,,,Asian,
5297,2005297,,,1982.0,3.0,5.0,South Korea,,,,,,,,,Tae-yang,Heo,,,,,,R,R,,,탐라대,5297,,,,,Asian,
5298,2005298,,,1972.0,3.0,27.0,South Korea,,,,,,,,,Dae-wook,Heo,,,,,,R,R,,,인천전문대,5298,,,,,Asian,
5303,2005303,,,1978.0,5.0,8.0,South Korea,,,,,,,,,Hyun-oh,Choi,,,,,,R,R,,,,5303,,,,,Asian,
5304,2005304,,,1971.0,4.0,28.0,South Korea,,,,,,,,,Jin Woo,Choi,,,,,,L,L,,,,5304,,,,,Asian,
5305,2005305,,,1972.0,6.0,24.0,South Korea,,,,,,,,,Yunseung,Choi,,,,,,R,R,,,원광대,5305,,,,,Asian,
5307,2005307,,,1984.0,7.0,6.0,South Korea,,,,,,,,,Young-joo,Choi,,,,,,R,R,,,제주산업대,5307,,,,,Asian,
5313,2005313,,,1975.0,4.0,16.0,South Korea,,,,,,,,,Jae-young,Cheon,,,,,,R,R,,,한양대,5313,,,,,Asian,
5316,2005316,,,1978.0,3.0,5.0,South Korea,,,,,,,,,Chang-hoon,Jo,,,,,,R,R,,,,5316,,,,,Asian,
5327,2005327,,,1968.0,8.0,1.0,South Korea,,,,,,,,,Seong-ju,Jeong,,,,,,R,R,,,인하대,5327,,,,,Asian,
5328,2005328,,,1971.0,9.0,1.0,South Korea,,,,,,,,,Daeyong,Jung,,,,,,L,L,,,,5328,,,,,Asian,
5332,2005332,,,1975.0,6.0,14.0,South Korea,,,,,,,,,Jae-ho,Jang,,,,,,R,R,,,,5332,,,,,Asian,
5337,2005337,,,1977.0,10.0,3.0,South Korea,,,,,,,,,Jeong-hyeon,Lim,,,,,,R,R,,,연세대,5337,,,,,Asian,
5338,2005338,,,1977.0,3.0,17.0,South Korea,,,,,,,,,Seong-ho,Lim,,,,,,R,R,,,,5338,,,,,Asian,
5347,2005347,,,1983.0,9.0,14.0,South Korea,,,,,,,,,Jae-hyun,Lee,,,,,,R,R,,,단국대,5347,,,,,Asian,
5359,2005359,,,1978.0,3.0,25.0,South Korea,,,,,,,,,Jae-haeng,Lee,,,,,,,,,,인하대,5359,,,,,Asian,
5361,2005361,,,1971.0,1.0,16.0,South Korea,,,,,,,,,Yoon-hyeon,Jung,,,,,,R,R,,,LA주립대,5361,,,,,Asian,
5364,2005364,,,1988.0,5.0,17.0,South Korea,,,,,,,,,Jin-su,Jeong,,,,,,,,,,,5364,,,,,Asian,
5366,2005366,,,1984.0,7.0,13.0,South Korea,,,,,,,,,Ho-kyung,Jin,,,,,,,,,,연세대,5366,,,,,Asian,
5367,2005367,,,1982.0,9.0,2.0,South Korea,,,,,,,,,Sang-geun,Cha,,,,,,,,,,영남대,5367,,,,,Asian,
5369,2005369,,,1983.0,3.0,2.0,South Korea,,,,,,,,,Dong Woo,Han,,,,,,,,,,단국대,5369,,,,,Asian,
5370,2005370,,,1975.0,3.0,11.0,South Korea,,,,,,,,,Myeong-ho,Han,,,,,,R,R,,,,5370,,,,,Asian,
5401,2005401,,,1967.0,6.0,30.0,South Korea,,,,,,,,,Yun-won,Jeong,,,,,,R,R,,,한양대,5401,,,,,Asian,
5422,2005422,,,1976.0,3.0,31.0,South Korea,,,,,,,,,Seong-cheol,Kim,,,,,,R,R,,,,5422,,,,,Asian,
9851,2009851,,,1976.0,6.0,13.0,South Korea,,,,,,,,,Ho-young,Yoon,,,,,,R,R,,,,9851,,,,,Asian,
9857,2009857,,,1980.0,4.0,8.0,South Korea,,,,,,,,,Wang-sik,Yu,,,,,,R,R,,,동국대,9857,,,,,Asian,
9858,2009858,,,1972.0,8.0,7.0,South Korea,,,,,,,,,Dong Woo,Yoo,,,,,,R,R,,,,9858,,,,,Asian,
9861,2009861,,,1988.0,5.0,20.0,South Korea,,,,,,,,,Ki-yoon,Ok,,,,,,R,R,,,,9861,,,,,Asian,
9862,2009862,,,1970.0,4.0,8.0,South Korea,,,,,,,,,Hanbin,Oh,,,,,,R,R,,,홍익대 중퇴,9862,,,,,Asian,
9865,2009865,,,1977.0,12.0,8.0,South Korea,,,,,,,,,Jae-duk,Oh,,,,,,L,L,,,,9865,,,,,Asian,
9867,2009867,,,1971.0,4.0,16.0,South Korea,,,,,,,,,Dae-gyun,Oh,,,,,,R,R,,,,9867,,,,,Asian,
9868,2009868,,,1974.0,5.0,7.0,South Korea,,,,,,,,,Gi-cheon,Oh,,,,,,R,R,,,,9868,,,,,Asian,
9869,2009869,,,1975.0,4.0,22.0,South Korea,,,,,,,,,Ho-yong,Yang,,,,,,R,R,,,,9869,,,,,Asian,
9874,2009874,,,1974.0,9.0,16.0,South Korea,,,,,,,,,Ki-hoon,Song,,,,,,R,R,,,,9874,,,,,Asian,
9875,2009875,,,1979.0,2.0,3.0,South Korea,,,,,,,,,Jae-ho,Seol,,,,,,R,R,,,,9875,,,,,Asian,
9882,2009882,,,1976.0,3.0,8.0,South Korea,,,,,,,,,Cheol-ho,Baek,,,,,,R,R,,,,9882,,,,,Asian,
9884,2009884,,,1972.0,4.0,27.0,South Korea,,,,,,,,,Jae-young,Baek,,,,,,R,R,,,,9884,,,,,Asian,
9885,2009885,,,1971.0,4.0,7.0,South Korea,,,,,,,,,In-cheol,Baek,,,,,,R,R,,,,9885,,,,,Asian,
9888,2009888,,,1974.0,5.0,29.0,South Korea,,,,,,,,,Seung-bae,Bae,,,,,,R,R,,,,9888,,,,,Asian,
9891,2009891,,,1979.0,1.0,16.0,South Korea,,,,,,,,,Hong-jin,Park,,,,,,R,R,,,고려대,9891,,,,,Asian,
9892,2009892,,,1979.0,11.0,19.0,South Korea,,,,,,,,,Hyung-sik,Park,,,,,,R,R,,,인하대,9892,,,,,Asian,
9895,2009895,,,1972.0,10.0,2.0,South Korea,,,,,,,,,Jeong-hoon,Park,,,,,,R,R,,,,9895,,,,,Asian,
9896,2009896,,,1981.0,8.0,12.0,South Korea,,,,,,,,,Jeong-hwan,Park,,,,,,L,L,,,,9896,,,,,Asian,
9897,2009897,,,1976.0,5.0,27.0,South Korea,,,,,,,,,Hospital,Park,,,,,,R,R,,,,9897,,,,,Asian,
9899,2009899,,,1985.0,9.0,5.0,South Korea,,,,,,,,,Dae-ho,Park,,,,,,R,R,,,,9899,,,,,Asian,
9900,2009900,,,1972.0,6.0,13.0,South Korea,,,,,,,,,Kyung-min,Park,,,,,,L,L,,,경성대,9900,,,,,Asian,
9901,2009901,,,1976.0,4.0,14.0,South Korea,,,,,,,,,Seong-hwan,Min,,,,,,L,L,,,,9901,,,,,Asian,
9906,2009906,,,,,,South Korea,,,,,,,,,Hyun-soo,Kim,,,,,,,,,,,9906,,,,,Asian,
9907,2009907,,,1973.0,7.0,27.0,South Korea,,,,,,,,,Tae-hyung,Kim,,,,,,R,R,,,홍익대,9907,,,,,Asian,
9911,2009911,,,1980.0,10.0,14.0,South Korea,,,,,,,,,Chae-heon,Kim,,,,,,L,L,,,연세대,9911,,,,,Asian,
9924,2009924,,,1971.0,8.0,3.0,South Korea,,,,,,,,,Young-min,Kim,,,,,,R,R,,,,9924,,,,,Asian,
9925,2009925,,,1981.0,10.0,2.0,South Korea,,,,,,,,,Soo-hwan,Kim,,,,,,,,,,성균관대,9925,,,,,Asian,
9927,2009927,,,1977.0,12.0,31.0,South Korea,,,,,,,,,Seong-hoon,Kim,,,,,,R,R,,,,9927,,,,,Asian,
9929,2009929,,,1969.0,12.0,26.0,South Korea,,,,,,,,,Sung-jun,Kim,,,,,,R,R,,,,9929,,,,,Asian,
9938,2009938,,,1988.0,5.0,23.0,South Korea,,,,,,,,,Min-seok,Kim,,,,,,R,R,,,,9938,,,,,Asian,
9942,2009942,,,1974.0,8.0,1.0,South Korea,,,,,,,,,Deok-hwan,Kim,,,,,,R,R,,,동국대,9942,,,,,Asian,
9943,2009943,,,,,,South Korea,,,,,,,,,Dae-hyun,Kim,,,,,,,,,,,9943,,,,,Asian,
9947,2009947,,,,,,South Korea,,,,,,,,,Kyung-jin,Kim,,,,,,,,,,,9947,,,,,Asian,
9953,2009953,,,1980.0,5.0,8.0,South Korea,,,,,,,,,Ji-ho,Kwak,,,,,,,,,,연세대,9953,,,,,Asian,
9954,2009954,,,1974.0,5.0,21.0,South Korea,,,,,,,,,Jae-seop,Go,,,,,,R,R,,,,9954,,,,,Asian,
9956,2009956,,,,,,South Korea,,,,,,,,,Sang-cheol,Go,,,,,,,,,,,9956,,,,,Asian,
9961,2009961,,,1971.0,1.0,20.0,South Korea,,,,,,,,,Moon-goo,Kang,,,,,,R,R,,,,9961,,,,,Asian,
9962,2009962,,,1971.0,3.0,18.0,South Korea,,,,,,,,,Dong Woo,Kang,,,,,,R,R,,,,9962,,,,,Asian,
9980,2009980,,,1980.0,10.0,11.0,South Korea,,,,,,,,,Ji-ho,Park,,,,,,R,R,,,고려대,9980,,,,,Asian,
9983,2009983,,,1981.0,3.0,21.0,South Korea,,,,,,,,,Hyo-sang,Lee,,,,,,R,R,,,,9983,,,,,Asian,
9985,2009985,,,1979.0,8.0,30.0,South Korea,,,,,,,,,Min-jae,Lee,,,,,,R,R,,,,9985,,,,,Asian,
9986,2009986,,,1975.0,3.0,1.0,South Korea,,,,,,,,,Jin-su,Im,,,,,,R,R,,,홍익대,9986,,,,,Asian,
9989,2009989,,,1974.0,7.0,22.0,South Korea,,,,,,,,,Hoon,Ji,,,,,,R,R,,,,9989,,,,,Asian,
9991,2009991,,,1967.0,5.0,7.0,South Korea,,,,,,,,,Won-sik,Kim,,,,,,R,R,,,단국대,9991,,,,,Asian,
9992,2009992,,,1974.0,7.0,31.0,South Korea,,,,,,,,,Byeong-gyu,Jo,,,,,,L,L,,,,9992,,,,,Asian,
9993,2009993,,,1970.0,6.0,10.0,South Korea,,,,,,,,,Jeong-min,Yoo,,,,,,R,R,,,영남대,9993,,,,,Asian,
9994,2009994,,,1974.0,7.0,20.0,South Korea,,,,,,,,,Chang-hyuk,Kim,,,,,,R,R,,,,9994,,,,,Asian,
9996,2009996,,,,,,South Korea,,,,,,,,,Tae-young,Choi,,,,,,,,,,,9996,,,,,Asian,
9998,2009998,,,,,,South Korea,,,,,,,,,Jae-ik,Lee,,,,,,,,,,,9998,,,,,Asian,
